Hour,Day,Month,Year,Demand(MW),Day_of_week
11,31,5,2022,11430,3
12,31,5,2022,11563,3
13,31,5,2022,11829,3
14,31,5,2022,11511,3
15,31,5,2022,11672,3
16,31,5,2022,11620,3
17,31,5,2022,11573,3
18,31,5,2022,11078,3
19,31,5,2022,12682,3
20,31,5,2022,13541,3
21,31,5,2022,13655,3
22,31,5,2022,13502,3
23,31,5,2022,13304,3
24,31,5,2022,13021,3
1,1,6,2022,12588,4
2,1,6,2022,12284,4
3,1,6,2022,11920,4
4,1,6,2022,11629,4
5,1,6,2022,11272,4
6,1,6,2022,10635,4
7,1,6,2022,10428,4
8,1,6,2022,10307,4
9,1,6,2022,10999,4
10,1,6,2022,11207,4
11,1,6,2022,11460,4
12,1,6,2022,11886,4
13,1,6,2022,11917,4
14,1,6,2022,12029,4
15,1,6,2022,12293,4
16,1,6,2022,12025,4
17,1,6,2022,11596,4
18,1,6,2022,11131,4
19,1,6,2022,12787,4
20,1,6,2022,13797,4
21,1,6,2022,13734,4
22,1,6,2022,13635,4
23,1,6,2022,13436,4
24,1,6,2022,13290,4
1,2,6,2022,13573,5
2,2,6,2022,13036,5
3,2,6,2022,13002,5
4,2,6,2022,12820,5
5,2,6,2022,12570,5
6,2,6,2022,11701,5
7,2,6,2022,11404,5
8,2,6,2022,11196,5
9,2,6,2022,11538,5
10,2,6,2022,11962,5
11,2,6,2022,12388,5
12,2,6,2022,12639,5
13,2,6,2022,12858,5
14,2,6,2022,12592,5
15,2,6,2022,12879,5
16,2,6,2022,12989,5
17,2,6,2022,12338,5
18,2,6,2022,11848,5
19,2,6,2022,12995,5
20,2,6,2022,14081,5
21,2,6,2022,13929,5
22,2,6,2022,13932,5
23,2,6,2022,13839,5
24,2,6,2022,13447,5
1,3,6,2022,12191,6
2,3,6,2022,12030,6
3,3,6,2022,11766,6
4,3,6,2022,11575,6
5,3,6,2022,11105,6
6,3,6,2022,10070,6
7,3,6,2022,9931,6
8,3,6,2022,9574,6
9,3,6,2022,9394,6
10,3,6,2022,9464,6
11,3,6,2022,9670,6
12,3,6,2022,9939,6
13,3,6,2022,10117,6
14,3,6,2022,9915,6
15,3,6,2022,10200,6
16,3,6,2022,10010,6
17,3,6,2022,9704,6
18,3,6,2022,9241,6
19,3,6,2022,10881,6
20,3,6,2022,12553,6
21,3,6,2022,12725,6
22,3,6,2022,12675,6
23,3,6,2022,12607,6
24,3,6,2022,12441,6
1,4,6,2022,11993,7
2,4,6,2022,11606,7
3,4,6,2022,11202,7
4,4,6,2022,10706,7
5,4,6,2022,10372,7
6,4,6,2022,9505,7
7,4,6,2022,9410,7
8,4,6,2022,9265,7
9,4,6,2022,9317,7
10,4,6,2022,9826,7
11,4,6,2022,10076,7
12,4,6,2022,10222,7
13,4,6,2022,10608,7
14,4,6,2022,10597,7
15,4,6,2022,10847,7
16,4,6,2022,10837,7
17,4,6,2022,10624,7
18,4,6,2022,10490,7
19,4,6,2022,11908,7
20,4,6,2022,12846,7
21,4,6,2022,13036,7
22,4,6,2022,12977,7
23,4,6,2022,12491,7
24,4,6,2022,12328,7
1,5,6,2022,11797,1
2,5,6,2022,11550,1
3,5,6,2022,11158,1
4,5,6,2022,10930,1
5,5,6,2022,10662,1
6,5,6,2022,10121,1
7,5,6,2022,10057,1
8,5,6,2022,10267,1
9,5,6,2022,10688,1
10,5,6,2022,10967,1
11,5,6,2022,11556,1
12,5,6,2022,11791,1
13,5,6,2022,11997,1
14,5,6,2022,12194,1
15,5,6,2022,12377,1
16,5,6,2022,12284,1
17,5,6,2022,12049,1
18,5,6,2022,11528,1
19,5,6,2022,12805,1
20,5,6,2022,13692,1
21,5,6,2022,13833,1
22,5,6,2022,13811,1
23,5,6,2022,13771,1
24,5,6,2022,13590,1
1,6,6,2022,13229,2
2,6,6,2022,12710,2
3,6,6,2022,12155,2
4,6,6,2022,12004,2
5,6,6,2022,11589,2
6,6,6,2022,11007,2
7,6,6,2022,10879,2
8,6,6,2022,10636,2
9,6,6,2022,11066,2
10,6,6,2022,11189,2
11,6,6,2022,11382,2
12,6,6,2022,11848,2
13,6,6,2022,12152,2
14,6,6,2022,12221,2
15,6,6,2022,12415,2
16,6,6,2022,12574,2
17,6,6,2022,11984,2
18,6,6,2022,11607,2
19,6,6,2022,13006,2
20,6,6,2022,13794,2
21,6,6,2022,14004,2
22,6,6,2022,13494,2
23,6,6,2022,13262,2
24,6,6,2022,13243,2
1,7,6,2022,12740,3
2,7,6,2022,12245,3
3,7,6,2022,11921,3
4,7,6,2022,11725,3
5,7,6,2022,11197,3
6,7,6,2022,10712,3
7,7,6,2022,10664,3
8,7,6,2022,10795,3
9,7,6,2022,11127,3
10,7,6,2022,11484,3
11,7,6,2022,11691,3
12,7,6,2022,11900,3
13,7,6,2022,12088,3
14,7,6,2022,12306,3
15,7,6,2022,12426,3
16,7,6,2022,12078,3
17,7,6,2022,11756,3
18,7,6,2022,11413,3
19,7,6,2022,12728,3
20,7,6,2022,13442,3
21,7,6,2022,13555,3
22,7,6,2022,13587,3
23,7,6,2022,13581,3
24,7,6,2022,13406,3
1,8,6,2022,12811,4
2,8,6,2022,12493,4
3,8,6,2022,11938,4
4,8,6,2022,11756,4
5,8,6,2022,11572,4
6,8,6,2022,10893,4
7,8,6,2022,10756,4
8,8,6,2022,10895,4
9,8,6,2022,11153,4
10,8,6,2022,11803,4
11,8,6,2022,12040,4
12,8,6,2022,12242,4
13,8,6,2022,12429,4
14,8,6,2022,12482,4
15,8,6,2022,12571,4
16,8,6,2022,12541,4
17,8,6,2022,12589,4
18,8,6,2022,12031,4
19,8,6,2022,13267,4
20,8,6,2022,13989,4
21,8,6,2022,14193,4
22,8,6,2022,14180,4
23,8,6,2022,14251,4
24,8,6,2022,14095,4
1,9,6,2022,13525,5
2,9,6,2022,13089,5
3,9,6,2022,12979,5
4,9,6,2022,12719,5
5,9,6,2022,12420,5
6,9,6,2022,11595,5
7,9,6,2022,11055,5
8,9,6,2022,10523,5
9,9,6,2022,10471,5
10,9,6,2022,10807,5
11,9,6,2022,10304,5
12,9,6,2022,10184,5
13,9,6,2022,10036,5
14,9,6,2022,9973,5
15,9,6,2022,10034,5
16,9,6,2022,10113,5
17,9,6,2022,10073,5
18,9,6,2022,10144,5
19,9,6,2022,11182,5
20,9,6,2022,12044,5
21,9,6,2022,11927,5
22,9,6,2022,11611,5
23,9,6,2022,11430,5
24,9,6,2022,11230,5
1,10,6,2022,10734,6
2,10,6,2022,10478,6
3,10,6,2022,10107,6
4,10,6,2022,9631,6
5,10,6,2022,9470,6
6,10,6,2022,8909,6
7,10,6,2022,8756,6
8,10,6,2022,8572,6
9,10,6,2022,8710,6
10,10,6,2022,8850,6
11,10,6,2022,9205,6
12,10,6,2022,9804,6
13,10,6,2022,10546,6
14,10,6,2022,10116,6
15,10,6,2022,10597,6
16,10,6,2022,10493,6
17,10,6,2022,9960,6
18,10,6,2022,9445,6
19,10,6,2022,11004,6
20,10,6,2022,12404,6
21,10,6,2022,12841,6
22,10,6,2022,12921,6
23,10,6,2022,12787,6
24,10,6,2022,12673,6
1,11,6,2022,12059,7
2,11,6,2022,11793,7
3,11,6,2022,11416,7
4,11,6,2022,11080,7
5,11,6,2022,10772,7
6,11,6,2022,10091,7
7,11,6,2022,10056,7
8,11,6,2022,9930,7
9,11,6,2022,10147,7
10,11,6,2022,10549,7
11,11,6,2022,10949,7
12,11,6,2022,11290,7
13,11,6,2022,11846,7
14,11,6,2022,11782,7
15,11,6,2022,12164,7
16,11,6,2022,12185,7
17,11,6,2022,11802,7
18,11,6,2022,11544,7
19,11,6,2022,12939,7
20,11,6,2022,13874,7
21,11,6,2022,14011,7
22,11,6,2022,14044,7
23,11,6,2022,14071,7
24,11,6,2022,14051,7
1,12,6,2022,13540,1
2,12,6,2022,13191,1
3,12,6,2022,12704,1
4,12,6,2022,12218,1
5,12,6,2022,11822,1
6,12,6,2022,10889,1
7,12,6,2022,10740,1
8,12,6,2022,10455,1
9,12,6,2022,10760,1
10,12,6,2022,11310,1
11,12,6,2022,11633,1
12,12,6,2022,11932,1
13,12,6,2022,12345,1
14,12,6,2022,12346,1
15,12,6,2022,12620,1
16,12,6,2022,12493,1
17,12,6,2022,12372,1
18,12,6,2022,11633,1
19,12,6,2022,12610,1
20,12,6,2022,13589,1
21,12,6,2022,13704,1
22,12,6,2022,13695,1
23,12,6,2022,13761,1
24,12,6,2022,13638,1
1,13,6,2022,13540,2
2,13,6,2022,13191,2
3,13,6,2022,12704,2
4,13,6,2022,12218,2
5,13,6,2022,11822,2
6,13,6,2022,10889,2
7,13,6,2022,10740,2
8,13,6,2022,10455,2
9,13,6,2022,10760,2
10,13,6,2022,11310,2
11,13,6,2022,11633,2
12,13,6,2022,11932,2
13,13,6,2022,12345,2
14,13,6,2022,12346,2
15,13,6,2022,12620,2
16,13,6,2022,12493,2
17,13,6,2022,12372,2
18,13,6,2022,11633,2
19,13,6,2022,12610,2
20,13,6,2022,13589,2
21,13,6,2022,13704,2
22,13,6,2022,13695,2
23,13,6,2022,13761,2
24,13,6,2022,13638,2
1,14,6,2022,12160,3
2,14,6,2022,12033,3
3,14,6,2022,11649,3
4,14,6,2022,11420,3
5,14,6,2022,11264,3
6,14,6,2022,10625,3
7,14,6,2022,10410,3
8,14,6,2022,10483,3
9,14,6,2022,11105,3
10,14,6,2022,11608,3
11,14,6,2022,11670,3
12,14,6,2022,11842,3
13,14,6,2022,11922,3
14,14,6,2022,12172,3
15,14,6,2022,12092,3
16,14,6,2022,11990,3
17,14,6,2022,11467,3
18,14,6,2022,11257,3
19,14,6,2022,12193,3
20,14,6,2022,13098,3
21,14,6,2022,13411,3
22,14,6,2022,13199,3
23,14,6,2022,13228,3
24,14,6,2022,13115,3
1,15,6,2022,12963,4
2,15,6,2022,12621,4
3,15,6,2022,12235,4
4,15,6,2022,11848,4
5,15,6,2022,11590,4
6,15,6,2022,10791,4
7,15,6,2022,10613,4
8,15,6,2022,10609,4
9,15,6,2022,11035,4
10,15,6,2022,11380,4
11,15,6,2022,11423,4
12,15,6,2022,11600,4
13,15,6,2022,11785,4
14,15,6,2022,11944,4
15,15,6,2022,12019,4
16,15,6,2022,11851,4
17,15,6,2022,11479,4
18,15,6,2022,11047,4
19,15,6,2022,12439,4
20,15,6,2022,13455,4
21,15,6,2022,13480,4
22,15,6,2022,13468,4
23,15,6,2022,13521,4
24,15,6,2022,13518,4
1,16,6,2022,13006,5
2,16,6,2022,12228,5
3,16,6,2022,12096,5
4,16,6,2022,11822,5
5,16,6,2022,11506,5
6,16,6,2022,10598,5
7,16,6,2022,10262,5
8,16,6,2022,10234,5
9,16,6,2022,10364,5
10,16,6,2022,11029,5
11,16,6,2022,11590,5
12,16,6,2022,11701,5
13,16,6,2022,11693,5
14,16,6,2022,11327,5
15,16,6,2022,11592,5
16,16,6,2022,11340,5
17,16,6,2022,10674,5
18,16,6,2022,10605,5
19,16,6,2022,11837,5
20,16,6,2022,12955,5
21,16,6,2022,13207,5
22,16,6,2022,13055,5
23,16,6,2022,12834,5
24,16,6,2022,12730,5
1,17,6,2022,12486,6
2,17,6,2022,11835,6
3,17,6,2022,11183,6
4,17,6,2022,10623,6
5,17,6,2022,10360,6
6,17,6,2022,9223,6
7,17,6,2022,8857,6
8,17,6,2022,8414,6
9,17,6,2022,8361,6
10,17,6,2022,7988,6
11,17,6,2022,7766,6
12,17,6,2022,8104,6
13,17,6,2022,8717,6
14,17,6,2022,8504,6
15,17,6,2022,8192,6
16,17,6,2022,7572,6
17,17,6,2022,7621,6
18,17,6,2022,7608,6
19,17,6,2022,8486,6
20,17,6,2022,9355,6
21,17,6,2022,9564,6
22,17,6,2022,9716,6
23,17,6,2022,9633,6
24,17,6,2022,9726,6
1,18,6,2022,9447,7
2,18,6,2022,9270,7
3,18,6,2022,8990,7
4,18,6,2022,8879,7
5,18,6,2022,8640,7
6,18,6,2022,8424,7
7,18,6,2022,8522,7
8,18,6,2022,8848,7
9,18,6,2022,9115,7
10,18,6,2022,9181,7
11,18,6,2022,9572,7
12,18,6,2022,9978,7
13,18,6,2022,9468,7
14,18,6,2022,8693,7
15,18,6,2022,8980,7
16,18,6,2022,9165,7
17,18,6,2022,9249,7
18,18,6,2022,9299,7
19,18,6,2022,10212,7
20,18,6,2022,11840,7
21,18,6,2022,11850,7
22,18,6,2022,11797,7
23,18,6,2022,11518,7
24,18,6,2022,11430,7
1,19,6,2022,11053,1
2,19,6,2022,10638,1
3,19,6,2022,10265,1
4,19,6,2022,9964,1
5,19,6,2022,9518,1
6,19,6,2022,9083,1
7,19,6,2022,9042,1
8,19,6,2022,9236,1
9,19,6,2022,9587,1
10,19,6,2022,10083,1
11,19,6,2022,10421,1
12,19,6,2022,10591,1
13,19,6,2022,10690,1
14,19,6,2022,10747,1
15,19,6,2022,10820,1
16,19,6,2022,10810,1
17,19,6,2022,10243,1
18,19,6,2022,9971,1
19,19,6,2022,10975,1
20,19,6,2022,12109,1
21,19,6,2022,11775,1
22,19,6,2022,11273,1
23,19,6,2022,11071,1
24,19,6,2022,10283,1
1,20,6,2022,10040,2
2,20,6,2022,9835,2
3,20,6,2022,9705,2
4,20,6,2022,9398,2
5,20,6,2022,9143,2
6,20,6,2022,8586,2
7,20,6,2022,8679,2
8,20,6,2022,8752,2
9,20,6,2022,9142,2
10,20,6,2022,9578,2
11,20,6,2022,9894,2
12,20,6,2022,10336,2
13,20,6,2022,10687,2
14,20,6,2022,10574,2
15,20,6,2022,10886,2
16,20,6,2022,10580,2
17,20,6,2022,10244,2
18,20,6,2022,10009,2
19,20,6,2022,11090,2
20,20,6,2022,12392,2
21,20,6,2022,12439,2
22,20,6,2022,12344,2
23,20,6,2022,12079,2
24,20,6,2022,11962,2
1,21,6,2022,11529,3
2,21,6,2022,10754,3
3,21,6,2022,10463,3
4,21,6,2022,10181,3
5,21,6,2022,9983,3
6,21,6,2022,9398,3
7,21,6,2022,9143,3
8,21,6,2022,9213,3
9,21,6,2022,9620,3
10,21,6,2022,10153,3
11,21,6,2022,10396,3
12,21,6,2022,10785,3
13,21,6,2022,10874,3
14,21,6,2022,10834,3
15,21,6,2022,10956,3
16,21,6,2022,10779,3
17,21,6,2022,10700,3
18,21,6,2022,10467,3
19,21,6,2022,11638,3
20,21,6,2022,12722,3
21,21,6,2022,12896,3
22,21,6,2022,12910,3
23,21,6,2022,12580,3
24,21,6,2022,12223,3
1,22,6,2022,11901,4
2,22,6,2022,11265,4
3,22,6,2022,11078,4
4,22,6,2022,10813,4
5,22,6,2022,10529,4
6,22,6,2022,9830,4
7,22,6,2022,9584,4
8,22,6,2022,9506,4
9,22,6,2022,9927,4
10,22,6,2022,10388,4
11,22,6,2022,10798,4
12,22,6,2022,11018,4
13,22,6,2022,11217,4
14,22,6,2022,11004,4
15,22,6,2022,11356,4
16,22,6,2022,11374,4
17,22,6,2022,11063,4
18,22,6,2022,10766,4
19,22,6,2022,11914,4
20,22,6,2022,13082,4
21,22,6,2022,13077,4
22,22,6,2022,12996,4
23,22,6,2022,13014,4
24,22,6,2022,12868,4
1,23,6,2022,12328,5
2,23,6,2022,11881,5
3,23,6,2022,11386,5
4,23,6,2022,11125,5
5,23,6,2022,10642,5
6,23,6,2022,9916,5
7,23,6,2022,9732,5
8,23,6,2022,9777,5
9,23,6,2022,10221,5
10,23,6,2022,10754,5
11,23,6,2022,11070,5
12,23,6,2022,11338,5
13,23,6,2022,11637,5
14,23,6,2022,11578,5
15,23,6,2022,11760,5
16,23,6,2022,11594,5
17,23,6,2022,11190,5
18,23,6,2022,10799,5
19,23,6,2022,11804,5
20,23,6,2022,13156,5
21,23,6,2022,13136,5
22,23,6,2022,13212,5
23,23,6,2022,13163,5
24,23,6,2022,13056,5
1,24,6,2022,12623,6
2,24,6,2022,12153,6
3,24,6,2022,11821,6
4,24,6,2022,11479,6
5,24,6,2022,11214,6
6,24,6,2022,10141,6
7,24,6,2022,9735,6
8,24,6,2022,9303,6
9,24,6,2022,9272,6
10,24,6,2022,9489,6
11,24,6,2022,9582,6
12,24,6,2022,9942,6
13,24,6,2022,10493,6
14,24,6,2022,10277,6
15,24,6,2022,10552,6
16,24,6,2022,9942,6
17,24,6,2022,9673,6
18,24,6,2022,9389,6
19,24,6,2022,10418,6
20,24,6,2022,12179,6
21,24,6,2022,12570,6
22,24,6,2022,12684,6
23,24,6,2022,12804,6
24,24,6,2022,12681,6
1,25,6,2022,12441,7
2,25,6,2022,11894,7
3,25,6,2022,11645,7
4,25,6,2022,11190,7
5,25,6,2022,11007,7
6,25,6,2022,10165,7
7,25,6,2022,9902,7
8,25,6,2022,10114,7
9,25,6,2022,10637,7
10,25,6,2022,11140,7
11,25,6,2022,11714,7
12,25,6,2022,11756,7
13,25,6,2022,12077,7
14,25,6,2022,11816,7
15,25,6,2022,11844,7
16,25,6,2022,11603,7
17,25,6,2022,11089,7
18,25,6,2022,10642,7
19,25,6,2022,11668,7
20,25,6,2022,13076,7
21,25,6,2022,13319,7
22,25,6,2022,13218,7
23,25,6,2022,13234,7
24,25,6,2022,13119,7
1,26,6,2022,12685,1
2,26,6,2022,12404,1
3,26,6,2022,12043,1
4,26,6,2022,11686,1
5,26,6,2022,11400,1
6,26,6,2022,10420,1
7,26,6,2022,10295,1
8,26,6,2022,10438,1
9,26,6,2022,10847,1
10,26,6,2022,11304,1
11,26,6,2022,11520,1
12,26,6,2022,11933,1
13,26,6,2022,12063,1
14,26,6,2022,12088,1
15,26,6,2022,12386,1
16,26,6,2022,12207,1
17,26,6,2022,12007,1
18,26,6,2022,11382,1
19,26,6,2022,12364,1
20,26,6,2022,13568,1
21,26,6,2022,13696,1
22,26,6,2022,13694,1
23,26,6,2022,13667,1
24,26,6,2022,13283,1
1,27,6,2022,13176,2
2,27,6,2022,12840,2
3,27,6,2022,12422,2
4,27,6,2022,12121,2
5,27,6,2022,12000,2
6,27,6,2022,10646,2
7,27,6,2022,10706,2
8,27,6,2022,10574,2
9,27,6,2022,11133,2
10,27,6,2022,11647,2
11,27,6,2022,11859,2
12,27,6,2022,12067,2
13,27,6,2022,12368,2
14,27,6,2022,12443,2
15,27,6,2022,12472,2
16,27,6,2022,12493,2
17,27,6,2022,11993,2
18,27,6,2022,11618,2
19,27,6,2022,12695,2
20,27,6,2022,13241,2
21,27,6,2022,13523,2
22,27,6,2022,13539,2
23,27,6,2022,13573,2
24,27,6,2022,13328,2
1,28,6,2022,13103,3
2,28,6,2022,12877,3
3,28,6,2022,12414,3
4,28,6,2022,12199,3
5,28,6,2022,11909,3
6,28,6,2022,10890,3
7,28,6,2022,10607,3
8,28,6,2022,10696,3
9,28,6,2022,11170,3
10,28,6,2022,11308,3
11,28,6,2022,11587,3
12,28,6,2022,11825,3
13,28,6,2022,12097,3
14,28,6,2022,12170,3
15,28,6,2022,12234,3
16,28,6,2022,12130,3
17,28,6,2022,11767,3
18,28,6,2022,11510,3
19,28,6,2022,12663,3
20,28,6,2022,13192,3
21,28,6,2022,13332,3
22,28,6,2022,13457,3
23,28,6,2022,13432,3
24,28,6,2022,13096,3
1,29,6,2022,12942,4
2,29,6,2022,12540,4
3,29,6,2022,12084,4
4,29,6,2022,11812,4
5,29,6,2022,11650,4
6,29,6,2022,10816,4
7,29,6,2022,10517,4
8,29,6,2022,10514,4
9,29,6,2022,10731,4
10,29,6,2022,11181,4
11,29,6,2022,11534,4
12,29,6,2022,11918,4
13,29,6,2022,12006,4
14,29,6,2022,11759,4
15,29,6,2022,11875,4
16,29,6,2022,11829,4
17,29,6,2022,11437,4
18,29,6,2022,11368,4
19,29,6,2022,12769,4
20,29,6,2022,13692,4
21,29,6,2022,13672,4
22,29,6,2022,13556,4
23,29,6,2022,13490,4
24,29,6,2022,13302,4
1,30,6,2022,12826,5
2,30,6,2022,12511,5
3,30,6,2022,12155,5
4,30,6,2022,11991,5
5,30,6,2022,11710,5
6,30,6,2022,10614,5
7,30,6,2022,10274,5
8,30,6,2022,10329,5
9,30,6,2022,10988,5
10,30,6,2022,11215,5
11,30,6,2022,11413,5
12,30,6,2022,11662,5
13,30,6,2022,11763,5
14,30,6,2022,11423,5
15,30,6,2022,11734,5
16,30,6,2022,11470,5
17,30,6,2022,11175,5
18,30,6,2022,10931,5
19,30,6,2022,12217,5
20,30,6,2022,13162,5
21,30,6,2022,13343,5
22,30,6,2022,13202,5
23,30,6,2022,13055,5
24,30,6,2022,12886,5
1,1,7,2022,12966,6
2,1,7,2022,12210,6
3,1,7,2022,12108,6
4,1,7,2022,11923,6
5,1,7,2022,11581,6
6,1,7,2022,10506,6
7,1,7,2022,10314,6
8,1,7,2022,10177,6
9,1,7,2022,10243,6
10,1,7,2022,10532,6
11,1,7,2022,10716,6
12,1,7,2022,11040,6
13,1,7,2022,11322,6
14,1,7,2022,10826,6
15,1,7,2022,11187,6
16,1,7,2022,11133,6
17,1,7,2022,10638,6
18,1,7,2022,10074,6
19,1,7,2022,11275,6
20,1,7,2022,12950,6
21,1,7,2022,13334,6
22,1,7,2022,13395,6
23,1,7,2022,13421,6
24,1,7,2022,13223,6
1,2,7,2022,12786,7
2,2,7,2022,12433,7
3,2,7,2022,12050,7
4,2,7,2022,11845,7
5,2,7,2022,11534,7
6,2,7,2022,10744,7
7,2,7,2022,10594,7
8,2,7,2022,10489,7
9,2,7,2022,10861,7
10,2,7,2022,11350,7
11,2,7,2022,11276,7
12,2,7,2022,11792,7
13,2,7,2022,11466,7
14,2,7,2022,11518,7
15,2,7,2022,11564,7
16,2,7,2022,11734,7
17,2,7,2022,11642,7
18,2,7,2022,11797,7
19,2,7,2022,12833,7
20,2,7,2022,13017,7
21,2,7,2022,13320,7
22,2,7,2022,13229,7
23,2,7,2022,13101,7
24,2,7,2022,12491,7
1,3,7,2022,12101,1
2,3,7,2022,11969,1
3,3,7,2022,11955,1
4,3,7,2022,11892,1
5,3,7,2022,11873,1
6,3,7,2022,11347,1
7,3,7,2022,11221,1
8,3,7,2022,11305,1
9,3,7,2022,11465,1
10,3,7,2022,11284,1
11,3,7,2022,11171,1
12,3,7,2022,11104,1
13,3,7,2022,11177,1
14,3,7,2022,11272,1
15,3,7,2022,11265,1
16,3,7,2022,10838,1
17,3,7,2022,10897,1
18,3,7,2022,10918,1
19,3,7,2022,11804,1
20,3,7,2022,12104,1
21,3,7,2022,12328,1
22,3,7,2022,12467,1
23,3,7,2022,12406,1
24,3,7,2022,12187,1
1,4,7,2022,12125,2
2,4,7,2022,12036,2
3,4,7,2022,11888,2
4,4,7,2022,11805,2
5,4,7,2022,11824,2
6,4,7,2022,11122,2
7,4,7,2022,10990,2
8,4,7,2022,10741,2
9,4,7,2022,10831,2
10,4,7,2022,10794,2
11,4,7,2022,10594,2
12,4,7,2022,10790,2
13,4,7,2022,10828,2
14,4,7,2022,10682,2
15,4,7,2022,10584,2
16,4,7,2022,10484,2
17,4,7,2022,10612,2
18,4,7,2022,10637,2
19,4,7,2022,11538,2
20,4,7,2022,12044,2
21,4,7,2022,12449,2
22,4,7,2022,12457,2
23,4,7,2022,12240,2
24,4,7,2022,11921,2
1,5,7,2022,11492,3
2,5,7,2022,11564,3
3,5,7,2022,11720,3
4,5,7,2022,11675,3
5,5,7,2022,11712,3
6,5,7,2022,11451,3
7,5,7,2022,11385,3
8,5,7,2022,10952,3
9,5,7,2022,11156,3
10,5,7,2022,11212,3
11,5,7,2022,11132,3
12,5,7,2022,11121,3
13,5,7,2022,11326,3
14,5,7,2022,11502,3
15,5,7,2022,11664,3
16,5,7,2022,11760,3
17,5,7,2022,11469,3
18,5,7,2022,11460,3
19,5,7,2022,12560,3
20,5,7,2022,12981,3
21,5,7,2022,13442,3
22,5,7,2022,13399,3
23,5,7,2022,13437,3
24,5,7,2022,13226,3
1,6,7,2022,13234,4
2,6,7,2022,12963,4
3,6,7,2022,12780,4
4,6,7,2022,12586,4
5,6,7,2022,12490,4
6,6,7,2022,11639,4
7,6,7,2022,11314,4
8,6,7,2022,10923,4
9,6,7,2022,11336,4
10,6,7,2022,11637,4
11,6,7,2022,11875,4
12,6,7,2022,12028,4
13,6,7,2022,12120,4
14,6,7,2022,12289,4
15,6,7,2022,12225,4
16,6,7,2022,12099,4
17,6,7,2022,12047,4
18,6,7,2022,11734,4
19,6,7,2022,12446,4
20,6,7,2022,13428,4
21,6,7,2022,13834,4
22,6,7,2022,13780,4
23,6,7,2022,13770,4
24,6,7,2022,13199,4
1,7,7,2022,12907,5
2,7,7,2022,12843,5
3,7,7,2022,12716,5
4,7,7,2022,12255,5
5,7,7,2022,12170,5
6,7,7,2022,11382,5
7,7,7,2022,11222,5
8,7,7,2022,11173,5
9,7,7,2022,11422,5
10,7,7,2022,11981,5
11,7,7,2022,12319,5
12,7,7,2022,12444,5
13,7,7,2022,12508,5
14,7,7,2022,12502,5
15,7,7,2022,12409,5
16,7,7,2022,12192,5
17,7,7,2022,11911,5
18,7,7,2022,11218,5
19,7,7,2022,11994,5
20,7,7,2022,13341,5
21,7,7,2022,13832,5
22,7,7,2022,13698,5
23,7,7,2022,13739,5
24,7,7,2022,13682,5
1,8,7,2022,13283,6
2,8,7,2022,12847,6
3,8,7,2022,12602,6
4,8,7,2022,12313,6
5,8,7,2022,12104,6
6,8,7,2022,11053,6
7,8,7,2022,10478,6
8,8,7,2022,10164,6
9,8,7,2022,9822,6
10,8,7,2022,9835,6
11,8,7,2022,9994,6
12,8,7,2022,10269,6
13,8,7,2022,10999,6
14,8,7,2022,10720,6
15,8,7,2022,11028,6
16,8,7,2022,10730,6
17,8,7,2022,10120,6
18,8,7,2022,9506,6
19,8,7,2022,10668,6
20,8,7,2022,12520,6
21,8,7,2022,12925,6
22,8,7,2022,12762,6
23,8,7,2022,13056,6
24,8,7,2022,12882,6
1,9,7,2022,12420,7
2,9,7,2022,12097,7
3,9,7,2022,11750,7
4,9,7,2022,11292,7
5,9,7,2022,10928,7
6,9,7,2022,9701,7
7,9,7,2022,9329,7
8,9,7,2022,9196,7
9,9,7,2022,8987,7
10,9,7,2022,8926,7
11,9,7,2022,9121,7
12,9,7,2022,9277,7
13,9,7,2022,9641,7
14,9,7,2022,10011,7
15,9,7,2022,10245,7
16,9,7,2022,10029,7
17,9,7,2022,9451,7
18,9,7,2022,8889,7
19,9,7,2022,9799,7
20,9,7,2022,11363,7
21,9,7,2022,11760,7
22,9,7,2022,11829,7
23,9,7,2022,11929,7
24,9,7,2022,11831,7
1,10,7,2022,12420,1
2,10,7,2022,12097,1
3,10,7,2022,11750,1
4,10,7,2022,11292,1
5,10,7,2022,10928,1
6,10,7,2022,9701,1
7,10,7,2022,9329,1
8,10,7,2022,9196,1
9,10,7,2022,8987,1
10,10,7,2022,8926,1
11,10,7,2022,9121,1
12,10,7,2022,9277,1
13,10,7,2022,9641,1
14,10,7,2022,10011,1
15,10,7,2022,10245,1
16,10,7,2022,10029,1
17,10,7,2022,9451,1
18,10,7,2022,8889,1
19,10,7,2022,9799,1
20,10,7,2022,11363,1
21,10,7,2022,11760,1
22,10,7,2022,11829,1
23,10,7,2022,11929,1
24,10,7,2022,11831,1
1,11,7,2022,11535,2
2,11,7,2022,11274,2
3,11,7,2022,11037,2
4,11,7,2022,10871,2
5,11,7,2022,10671,2
6,11,7,2022,9880,2
7,11,7,2022,9518,2
8,11,7,2022,9096,2
9,11,7,2022,8756,2
10,11,7,2022,8775,2
11,11,7,2022,8730,2
12,11,7,2022,8845,2
13,11,7,2022,9207,2
14,11,7,2022,9663,2
15,11,7,2022,9692,2
16,11,7,2022,9599,2
17,11,7,2022,9109,2
18,11,7,2022,8558,2
19,11,7,2022,9342,2
20,11,7,2022,11254,2
21,11,7,2022,11800,2
22,11,7,2022,11675,2
23,11,7,2022,11847,2
24,11,7,2022,11368,2
